,0
0,3.9445571881345245
1,17.461692811865476
2,19.13911437626906
3,11.139114376269054
4,39.75705718813454
5,42.8125
6,15.639114376269049
7,19.5625
8,10.0
9,7.889114376269049
10,23.889114376269063
11,49.27419281186546
12,15.75705718813452
13,49.81250000000003
14,93.69455718813452
15,33.3125
16,30.507057188134564
17,18.211692811865476
18,68.25705718813455
19,30.274192811865476
20,26.906249999999986
21,20.50705718813455
22,7.444557188134528
23,57.56250000000003
24,38.50705718813455
25,14.139114376269061
26,5.889114376269049
27,9.0
28,15.257057188134523
29,14.257057188134528
30,18.562500000000025
31,21.624999999999996
32,11.0625
33,17.062500000000004
34,18.944557188134524
35,10.389114376269053
36,21.257057188134553
37,10.389114376269053
38,20.25
39,2.9445571881345245
40,26.69455718813454
41,6.639114376269051
42,30.27419281186548
43,35.944557188134524
44,38.62500000000001
45,46.44455718813452
46,18.562500000000025
47,68.3125
48,63.77419281186547
49,11.139114376269054
50,44.19455718813454
51,90.15624999999997
52,19.0625
53,7.3891143762690525
54,15.257057188134523
55,39.961692811865476
56,4.694557188134526
57,97.7570571881345
58,29.52419281186547
59,45.007057188134524
60,18.944557188134524
61,30.40625000000001
62,14.139114376269061
63,21.15625
64,33.25705718813454
65,11.0625
66,16.88911437626905
67,16.507057188134535
68,8.389114376269045
69,20.25
70,23.257057188134524
71,22.25
72,19.007057188134524
73,7.694557188134526
74,41.56250000000003
75,20.889114376269063
76,24.625
77,13.062500000000004
78,17.507057188134528
79,47.25705718813455
80,1.0
81,17.461692811865476
82,47.461692811865476
83,3.9445571881345245
84,30.15625
85,63.3125
86,16.062499999999993
87,13.062500000000004
88,17.507057188134528
89,4.0
90,24.25705718813454
91,6.9445571881345245
92,20.625
93,29.139114376269077
94,7.139114376269047
95,7.889114376269049
96,17.007057188134535
97,13.889114376269063
98,16.007057188134528
99,89.02419281186549
