,0
0,54.90624999999999
1,89.4445571881345
2,150.19455718813452
3,201.02419281186553
4,383.9616928118655
5,138.65625000000006
6,131.94455718813452
7,290.625
8,277.6250000000001
9,40.25
10,42.25
11,143.71169281186548
12,139.75705718813455
13,30.274192811865476
14,69.15624999999999
15,241.75705718813447
16,46.31250000000003
17,50.75705718813457
18,68.27419281186546
19,57.56250000000003
20,262.12500000000006
21,22.757057188134524
22,54.38911437626904
23,93.65624999999999
24,511.75705718813447
25,49.96169281186546
26,452.3124999999999
27,119.13911437626902
28,13.0
29,133.1733856237309
30,251.50705718813447
31,53.461692811865476
32,39.02419281186546
33,129.63911437626905
34,365.65625
35,229.96169281186548
36,73.00705718813455
37,85.21169281186546
38,110.5625
39,25.944557188134524
40,160.62500000000003
41,56.562500000000014
42,380.02419281186553
43,32.944557188134524
44,50.8125
45,48.156249999999964
46,484.67338562373095
47,24.444557188134524
48,32.3125
49,494.5625
50,156.40625
51,186.4445571881345
52,106.13911437626902
53,158.02419281186545
54,86.52419281186545
55,42.25
56,121.19455718813458
57,64.27419281186548
58,82.25705718813452
59,97.7570571881345
60,78.6945571881345
61,251.7741928118655
62,15.257057188134523
63,121.06250000000004
64,155.67338562373095
65,20.19455718813454
66,239.7116928118655
67,611.639114376269
68,69.21169281186548
69,11.139114376269054
70,219.81250000000003
71,25.624999999999996
72,62.96169281186546
73,91.63911437626906
74,240.15625000000003
75,156.25
76,57.156249999999986
77,56.69455718813453
78,33.90625
79,350.6945571881345
80,36.65625
81,160.0070571881345
82,82.0625
83,155.6945571881345
84,10.13911437626906
85,293.88911437626905
86,142.5
87,357.69455718813447
88,151.40625000000006
89,147.42338562373098
90,192.71169281186548
91,501.00705718813464
92,65.90624999999997
93,44.06250000000003
94,140.52419281186548
95,51.21169281186547
96,94.81250000000003
97,234.92338562373092
98,323.67338562373095
99,153.90625
