,0
0,377.25
1,65.0
2,92.15624999999997
3,136.75705718813455
4,423.92338562373084
5,216.17338562373095
6,49.024192811865476
7,455.7741928118654
8,111.63911437626906
9,111.25
10,115.02419281186545
11,435.5070571881345
12,104.50705718813458
13,108.81250000000003
14,81.5241928118655
15,212.77419281186553
16,150.56250000000006
17,125.0
18,57.52419281186546
19,215.6945571881345
20,103.0070571881345
21,62.44455718813452
22,46.69455718813453
23,85.50705718813454
24,37.461692811865476
25,371.40625
26,13.694557188134524
27,49.13911437626902
28,149.52419281186545
29,165.27419281186553
30,44.00705718813455
31,40.406249999999986
32,117.69455718813452
33,24.13911437626905
34,37.77419281186549
35,77.75705718813452
36,33.38911437626902
37,19.007057188134524
38,85.96169281186548
39,99.90624999999997
40,135.2570571881345
41,564.389114376269
42,50.024192811865476
43,83.31250000000003
44,122.65624999999997
45,473.25
46,50.13911437626904
47,219.52419281186553
48,54.62500000000003
49,227.94455718813452
50,83.67338562373095
51,110.3125
52,692.2116928118654
53,57.90624999999997
54,79.92338562373095
55,72.65624999999997
56,104.5625
57,97.7570571881345
58,40.507057188134524
59,542.5070571881346
60,196.21169281186548
61,325.40624999999994
62,42.257057188134496
63,560.6249999999998
64,72.25705718813452
65,133.88911437626902
66,235.69455718813452
67,36.173385623730944
68,143.00705718813452
69,8.0
70,145.0
71,25.38911437626905
72,225.25
73,116.31250000000003
74,92.88911437626906
75,56.31250000000003
76,290.625
77,8.444557188134528
78,27.757057188134517
79,56.211692811865476
80,205.27419281186545
81,39.65625
82,195.96169281186545
83,239.31249999999991
84,100.71169281186548
85,376.65625000000006
86,50.8125
87,69.75705718813457
88,255.9616928118655
89,62.25
90,25.757057188134528
91,42.42338562373094
92,140.7116928118655
93,116.44455718813452
94,72.52419281186548
95,76.02419281186548
96,414.5241928118653
97,20.889114376269063
98,189.5625
99,36.90625000000001
