,0
0,4.694557188134526
1,14.257057188134528
2,3.6945571881345263
3,2.9445571881345245
4,2.9445571881345245
5,3.9445571881345245
6,1.0
7,10.13911437626906
8,1.0
9,7.3891143762690525
10,1.0
11,4.694557188134526
12,1.0
13,3.6945571881345263
14,2.9445571881345245
15,2.9445571881345245
16,10.13911437626906
17,4.694557188134526
18,1.0
19,2.0
20,1.0
21,3.6945571881345263
22,3.9445571881345245
23,7.889114376269049
24,6.444557188134534
25,2.9445571881345245
26,6.444557188134534
27,2.0
28,1.0
29,1.0
30,2.9445571881345245
31,3.9445571881345245
32,7.3891143762690525
33,0.0
34,3.6945571881345263
35,1.0
36,7.444557188134534
37,23.625000000000007
38,3.6945571881345263
39,4.694557188134526
40,10.13911437626906
41,6.639114376269051
42,7.889114376269049
43,10.13911437626906
44,2.0
45,3.6945571881345263
46,10.444557188134535
47,0.0
48,1.0
49,7.444557188134534
50,4.694557188134526
51,1.0
52,4.694557188134526
53,4.694557188134526
54,6.444557188134534
55,0.0
56,19.50705718813454
57,3.6945571881345263
58,6.444557188134534
59,1.0
60,2.9445571881345245
61,3.6945571881345263
62,3.6945571881345263
63,3.6945571881345263
64,0.0
65,6.444557188134534
66,3.6945571881345263
67,3.6945571881345263
68,6.444557188134534
69,0.0
70,17.007057188134535
71,7.889114376269049
72,11.562500000000002
73,2.0
74,3.6945571881345263
75,3.6945571881345263
76,16.75705718813453
77,4.194557188134523
78,7.444557188134534
79,4.694557188134526
80,0.0
81,3.9445571881345245
82,0.0
83,3.6945571881345263
84,6.444557188134534
85,10.13911437626906
86,14.257057188134528
87,0.0
88,6.639114376269051
89,7.444557188134534
90,5.0
91,2.9445571881345245
92,4.694557188134526
93,10.13911437626906
94,6.444557188134534
95,2.0
96,10.13911437626906
97,2.9445571881345245
98,4.0
99,7.444557188134528
