,0,1,2,3,4,5,6,7,8,9
0,178.625,178.625,178.625,178.625,178.625,178.625,178.625,178.625,178.625,178.625
1,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5
2,36.078125,36.078125,36.078125,36.078125,36.078125,36.078125,36.078125,36.078125,36.078125,36.078125
3,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625
4,194.890625,194.890625,194.890625,194.890625,194.890625,194.890625,194.890625,194.890625,194.890625,194.890625
5,91.015625,91.015625,91.015625,91.015625,91.015625,91.015625,91.015625,91.015625,91.015625,91.015625
6,10.9765625,10.9765625,10.9765625,10.9765625,10.9765625,10.9765625,10.9765625,10.9765625,10.9765625,10.9765625
7,214.3515625,214.3515625,214.3515625,214.3515625,214.3515625,214.3515625,214.3515625,214.3515625,214.3515625,214.3515625
8,52.890625,52.890625,52.890625,52.890625,52.890625,52.890625,52.890625,52.890625,52.890625,52.890625
9,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625,45.625
10,43.9765625,43.9765625,43.9765625,43.9765625,43.9765625,43.9765625,43.9765625,43.9765625,43.9765625,43.9765625
11,211.2890625,211.2890625,211.2890625,211.2890625,211.2890625,211.2890625,211.2890625,211.2890625,211.2890625,211.2890625
12,97.63484375,45.7890625,45.7890625,45.7890625,45.7890625,45.7890625,45.7890625,45.7890625,45.7890625,45.7890625
13,39.40625,39.40625,39.40625,39.40625,39.40625,39.40625,39.40625,39.40625,39.40625,39.40625
14,24.771250000000002,24.771250000000002,24.771250000000002,24.771250000000002,24.771250000000002,24.771250000000002,24.771250000000002,24.771250000000002,24.771250000000002,24.771250000000002
15,92.8515625,92.8515625,92.8515625,92.8515625,92.8515625,92.8515625,92.8515625,92.8515625,92.8515625,92.8515625
16,70.28125,70.28125,70.28125,70.28125,70.28125,70.28125,70.28125,70.28125,70.28125,70.28125
17,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5
