,0
0,7.203125
1,0.015625
2,0.453125
3,5.703125
4,11.828125
5,1.828125
6,28.90625
7,8.890625
8,0.28125
9,0.078125
10,37.53125
11,35.125
12,20.40625
13,9.640625
14,0.265625
15,2.65625
16,4.0625
17,21.640625
18,0.25
19,10.53125
20,11.828125
21,0.28125
22,0.015625
23,0.390625
24,3.453125
25,1.953125
26,3.78125
27,8.265625
28,9.390625
29,5.125
30,3.40625
31,6.953125
32,16.5625
33,2.640625
34,6.390625
35,9.453125
36,14.078125
37,1.890625
38,0.25
39,1.328125
40,0.8125
41,0.125
42,1.015625
43,8.5
44,1.0
45,1.828125
46,2.390625
47,23.125
48,6.328125
49,0.140625
50,7.015625
51,2.265625
52,2.25
53,0.625
54,6.953125
55,2.265625
56,7.8125
57,16.453125
58,11.640625
59,1.65625
60,13.90625
61,3.3125
62,0.203125
63,0.140625
64,2.703125
65,0.0625
66,1.953125
67,4.890625
68,2.03125
69,0.015625
70,0.078125
71,11.65625
72,1.65625
73,1.90625
74,0.3125
75,24.015625
76,2.140625
77,9.265625
78,14.640625
79,0.203125
80,4.90625
81,8.828125
82,0.78125
83,10.5625
84,0.203125
85,11.953125
86,0.8125
87,17.890625
88,9.828125
89,10.578125
90,2.640625
91,9.5625
92,21.453125
93,0.390625
94,0.8125
95,18.203125
96,9.828125
97,6.640625
98,23.5625
99,6.078125
