,0
0,99.75705718813452
1,26.69455718813454
2,200.62500000000006
3,101.44455718813452
4,159.65625000000006
5,76.96169281186548
6,26.69455718813454
7,49.711692811865476
8,36.3125
9,115.75705718813454
10,173.1945571881345
11,48.406249999999986
12,420.1945571881345
13,124.06250000000003
14,123.92338562373095
15,20.944557188134524
16,296.3891143762691
17,96.56250000000003
18,14.507057188134521
19,63.69455718813452
20,145.69455718813452
21,109.46169281186545
22,377.1250000000001
23,106.38911437626902
24,102.8125
25,240.25
26,88.94455718813454
27,261.7570571881346
28,200.96169281186548
29,142.69455718813452
30,21.25
31,55.50705718813454
32,1.0
33,269.5070571881346
34,451.4445571881346
35,33.211692811865476
36,143.90624999999994
37,96.46169281186545
38,130.4445571881345
39,75.19455718813454
40,117.90625
41,175.12500000000006
42,62.5625
43,253.38911437626908
44,217.77419281186536
45,195.62500000000006
46,25.007057188134553
47,220.389114376269
48,248.96169281186545
49,77.69455718813452
50,65.94455718813452
51,189.56250000000006
52,128.25705718813452
53,529.9616928118655
54,5.194557188134523
55,442.0241928118655
56,383.50705718813435
57,83.94455718813452
58,106.52419281186549
59,29.52419281186547
60,282.5
61,30.156249999999993
62,210.25705718813444
63,70.00705718813452
64,110.90624999999999
65,54.19455718813452
66,138.96169281186548
67,521.639114376269
68,145.2570571881346
69,153.7570571881346
70,128.25705718813452
71,89.15624999999997
72,243.71169281186548
73,75.38911437626903
74,27.007057188134553
75,229.19455718813452
76,360.0070571881346
77,41.774192811865476
78,70.96169281186546
79,143.71169281186548
80,278.00705718813447
81,33.56250000000003
82,126.25
83,120.25
84,35.50705718813454
85,20.562499999999996
86,148.2741928118655
87,27.625000000000025
88,546.7570571881346
89,40.17338562373094
90,38.12500000000001
91,132.75705718813458
92,66.19455718813452
93,49.711692811865476
94,150.1945571881345
95,544.0070571881345
96,33.25
97,78.00705718813452
98,113.12500000000003
99,217.81249999999997
